,Region,Pack_Size,Commodity,Organic_new1,Low_Price,High_Price,HEB_Price_Gallon,year,month,day,Store_Demand_Rand_NORMDIST
15590,3,8,2,1,3.49,3.79,3.61,5,8,21,8.446738648127893
6279,1,0,0,1,3.99,3.99,3.99,1,5,27,7.6690659629061
719,1,0,0,0,2.49,3.5,2.86,2,10,13,7.844659849817467
12048,1,7,2,0,2.5,2.88,2.81,2,10,13,8.63592600749706
1204,6,2,1,0,2.99,3.99,3.28,3,2,19,8.39420922455272
10552,5,7,2,0,2.99,3.69,3.38,2,6,24,8.566881326626932
12034,2,8,2,1,3.59,3.59,3.59,2,9,30,8.41436240053628
9123,6,3,1,0,5.99,5.99,5.99,5,3,13,8.520632412357267
10041,5,5,1,0,1.66,2.5,1.91,5,9,26,8.729276299681226
1472,2,3,1,0,7.29,7.99,7.9,3,0,8,8.516927317995924
5104,4,5,1,0,1.66,2.79,1.82,3,10,26,8.778555773504134
11864,5,7,2,1,4.99,4.99,4.99,2,5,12,8.492314227811073
14023,4,4,2,1,0.92,1.0,0.94,4,0,28,8.173665015934654
13445,5,7,2,1,5.99,5.99,5.99,1,2,7,8.392291266102722
10224,5,6,1,0,1.99,2.5,2.33,5,11,0,8.608173958161897
5142,6,1,1,0,2.49,5.99,3.87,3,11,3,7.931710196344415
14575,2,7,2,1,1.79,5.99,2.24,4,7,11,8.655443596340474
2682,3,1,1,0,3.33,3.33,3.33,2,0,23,8.0341638807099
8375,1,0,0,0,1.99,3.49,2.64,4,10,3,8.11152614966988
8441,2,2,1,0,3.48,3.99,3.52,4,10,10,8.503339073843055
15664,4,7,2,0,1.99,2.0,1.99,5,9,19,8.654872612638883
14046,1,7,2,0,1.79,2.49,1.82,4,1,11,8.756297834963052
9452,3,1,1,0,3.5,3.5,3.5,5,5,29,8.153700532692767
2663,1,2,1,0,3.29,3.99,3.34,2,0,9,8.52538284554844
3038,2,6,1,0,2.0,3.0,2.82,2,5,26,8.646834450435632
4524,6,6,1,0,1.49,2.99,1.82,3,6,30,8.61717723343604
3927,3,1,1,0,2.99,6.49,5.89,3,3,9,8.212006661048132
3319,5,5,1,1,4.39,4.39,4.39,2,9,16,8.635905139060577
4110,6,1,1,0,4.99,5.99,5.08,3,0,8,7.932661185178384
8795,2,5,1,0,1.99,3.5,2.68,5,1,2,8.713197255203937
12299,6,7,2,1,6.98,8.39,7.2,3,3,2,8.590775746036899
4708,5,0,0,0,3.0,3.0,3.0,3,8,10,8.330216713538093
1422,2,0,0,0,2.99,3.99,3.03,3,4,7,8.199196526277834
11292,5,7,2,0,3.5,3.5,3.5,3,7,6,8.442089534408918
5604,5,0,0,0,2.29,3.0,2.8,0,7,9,8.097469593737905
6655,4,5,1,0,1.59,3.29,1.9,0,5,14,8.658275899801703
13179,4,8,2,0,1.58,2.5,1.82,0,6,26,8.498952602753041
2501,3,1,1,0,3.49,3.49,3.49,3,11,3,7.796875649731188
9321,4,6,1,0,1.5,2.5,2.1,5,5,1,8.753065181437476
9444,6,0,0,0,3.49,4.99,4.98,5,5,29,7.975477010594698
15765,4,7,2,1,5.0,5.99,5.79,5,11,0,8.665158899282568
10869,6,7,2,0,1.99,3.99,3.08,3,2,5,8.648041055543821
8555,1,5,1,1,3.29,3.29,3.29,4,11,1,8.588420072229152
10303,4,2,1,0,2.99,4.99,3.32,5,11,14,8.56520662412397
11132,2,8,2,1,3.69,4.99,4.31,3,5,4,8.447248874771105
12312,6,7,2,1,5.99,6.39,6.18,3,3,9,8.39975075039062
1223,5,3,1,0,6.98,6.98,6.98,3,2,26,8.498719681000983
10263,2,6,1,0,0.99,3.0,2.68,5,11,7,8.48511283761898
15381,4,7,2,0,1.99,3.49,2.25,5,6,13,8.668732363076654
10931,3,7,2,0,2.5,2.5,2.5,3,3,2,8.658506260310022
2531,3,5,1,0,1.88,3.0,2.65,3,11,10,8.771868715090617
2097,4,5,1,1,3.89,3.89,3.89,3,8,10,8.725550960952976
435,4,3,1,0,7.49,8.99,7.97,2,6,10,8.516339777506104
13922,1,4,2,1,1.0,1.0,1.0,0,9,18,8.206194992496172
15370,4,8,2,1,2.99,3.99,3.35,5,6,6,8.381511115377068
5828,1,6,1,0,1.29,2.99,2.06,0,11,27,8.746059848308951
1173,3,0,0,0,2.5,3.99,2.67,3,2,19,7.918162820685802
3437,6,0,0,0,2.99,3.99,3.24,2,11,11,7.958665021901029
856,2,5,1,1,3.49,3.99,3.52,2,11,25,8.68326587907754
1233,5,2,1,0,2.49,2.99,2.55,3,2,26,8.602029226257956
5547,1,1,1,0,4.49,4.49,4.49,0,6,12,8.190349529917714
12012,5,8,2,0,2.79,2.79,2.79,2,9,16,8.507606215343124
11048,2,8,2,1,2.99,3.49,3.37,3,0,8,8.446291582949499
14003,5,4,2,1,0.92,1.0,0.94,4,0,21,8.24359709452292
15752,3,8,2,0,0.99,0.99,0.99,5,11,0,8.40989863584483
11033,3,4,2,1,1.0,1.0,1.0,3,4,7,8.167300090944112
2843,6,6,1,0,1.49,3.0,1.92,2,3,3,8.502932125296708
9610,1,0,0,0,2.79,2.99,2.81,5,7,10,8.124658364682272
12192,6,8,2,1,2.79,4.99,4.96,3,1,19,8.52345576635484
2556,3,0,0,1,5.0,5.49,5.43,3,11,10,7.941010752134063
8931,2,0,0,1,3.99,5.99,4.9,5,2,2,8.121494036322337
12097,5,8,2,1,3.49,3.49,3.49,2,11,25,8.384365990654194
4252,6,6,1,0,1.67,2.5,2.44,3,5,4,8.692636297948738
3970,1,6,1,0,1.5,2.5,1.67,3,3,16,8.701804928121694
9585,5,5,1,0,1.67,3.0,2.59,5,6,27,8.77745400559533
4315,3,6,1,0,1.99,3.5,3.08,3,5,18,8.745376411963248
7580,2,0,0,0,2.5,3.99,3.6,4,4,26,7.830576235605434
11882,6,7,2,1,5.99,6.49,6.25,2,5,26,8.574518838714724
1976,4,5,1,0,1.49,2.5,2.26,3,7,20,8.808002143335454
10679,5,8,2,1,2.99,3.29,3.02,2,9,30,8.396346857973628
9469,3,5,1,1,3.79,3.79,3.79,5,5,29,8.696406446196418
11996,2,4,2,1,0.83,1.0,0.93,2,8,18,8.114602424344803
8389,3,1,1,0,2.99,2.99,2.99,4,10,3,7.846703450039226
1554,4,6,1,1,3.99,3.99,3.99,3,4,21,8.772729021689608
11400,5,8,2,1,4.89,4.89,4.89,3,8,10,8.54738151559846
2383,4,6,1,1,3.5,3.5,3.5,3,10,5,8.686818108883653
15337,3,7,2,0,1.88,1.88,1.88,5,5,22,8.71670167761373
3513,1,1,1,0,2.99,4.99,3.67,3,0,15,7.8775201982078045
1896,1,0,0,0,2.5,2.69,2.56,3,7,6,7.979611328977012
12466,6,7,2,0,1.99,3.99,3.58,3,4,28,8.532788725770382
15423,3,7,2,0,2.99,2.99,2.99,5,6,27,8.61383068556048
12905,1,7,2,1,6.49,6.49,6.49,3,10,5,8.44893358900792
2562,4,6,1,1,3.5,3.5,3.5,3,11,10,8.694859846774582
5290,1,1,1,0,2.98,3.69,3.16,0,2,8,8.115608068459734
1143,5,5,1,0,1.67,2.5,2.5,3,2,12,8.713089655798507
11210,1,8,2,0,0.88,1.0,0.88,3,6,9,8.632739955111187
5767,5,0,0,1,3.79,3.79,3.79,0,9,4,7.858836757319847
8439,6,6,1,0,1.79,2.99,2.57,4,10,10,8.772892374389597
2654,3,3,1,0,5.0,6.99,6.68,2,0,9,8.38976502126033
6013,1,0,0,1,5.99,5.99,5.99,1,2,7,7.882690303556543
9801,2,3,1,0,6.99,6.99,6.99,5,8,7,8.442366883952916
15429,6,8,2,1,3.49,4.29,3.82,5,6,27,8.385572223287252
2139,2,0,0,0,2.5,4.29,3.96,3,8,24,7.872708648214579
6797,1,5,1,0,1.66,2.79,2.72,0,9,18,8.68259984893125
13505,6,8,2,0,1.99,1.99,1.99,1,4,2,8.422045625370439
13133,2,8,2,1,3.99,3.99,3.99,0,5,0,8.443318444588915
8925,3,6,1,0,1.49,2.5,1.56,5,2,2,8.625113066538896
13861,5,8,2,1,2.99,2.99,2.99,0,10,29,8.213021300460344
5089,3,0,0,1,5.99,5.99,5.99,3,10,19,8.008652900395953
5534,2,6,1,1,2.5,2.99,2.92,0,5,28,8.494863162500417
6228,4,1,1,0,5.0,5.99,5.6,1,5,13,7.955063359327448
1579,5,6,1,0,1.66,2.99,1.95,3,4,28,8.61355678861264
6296,5,1,1,0,3.99,3.99,3.99,1,6,11,7.709394761545219
608,4,5,1,1,3.99,3.99,3.99,2,8,18,8.57245211730292
8725,2,6,1,1,4.0,4.0,4.0,5,0,12,8.59820084318656
15671,6,8,2,1,3.49,3.99,3.84,5,9,19,8.456140955618418
690,4,5,1,0,2.0,2.5,2.5,2,9,30,8.777127631033506
362,5,6,1,0,1.99,3.0,2.16,2,5,12,8.738312663282455
9609,2,5,1,1,4.99,4.99,4.99,5,6,27,8.794006018333686
5503,2,0,0,0,1.79,3.99,1.8,0,5,28,7.86689061199152
13307,4,4,2,1,1.0,1.0,1.0,0,9,4,8.108773336342619
15798,3,7,2,1,5.0,5.0,5.0,5,11,14,8.69408130704743
9528,5,6,1,0,1.67,2.5,1.95,5,6,13,8.802433813950076
11404,6,7,2,1,5.99,6.98,6.67,3,8,10,8.62699947624339
6935,1,5,1,0,1.77,2.5,2.06,4,0,21,8.563304992344637
10115,1,1,1,0,2.99,3.99,3.83,5,10,9,7.98517151057503
5936,6,3,1,0,5.0,8.99,8.05,1,1,7,8.665829256507232
15679,1,7,2,0,2.5,2.5,2.5,5,9,26,8.59004699446112
10056,5,6,1,0,1.66,2.5,2.02,5,9,26,8.810435724084293
1641,3,6,1,0,1.67,2.5,2.11,3,5,11,8.505903708849214
1576,2,6,1,0,1.99,3.0,2.95,3,4,28,8.694452956896418
6678,6,2,1,0,2.99,3.29,3.16,0,5,14,8.43853890213976
2579,4,1,1,0,3.99,3.99,3.99,3,11,17,8.076199616394108
15171,4,8,2,1,2.99,2.99,2.99,5,3,20,8.506301620401446
7393,4,2,1,0,2.99,2.99,2.99,4,3,7,8.429273646337878
8901,3,5,1,1,3.5,3.5,3.5,5,1,23,8.557177823262233
9863,6,0,0,0,2.99,3.99,3.37,5,8,21,7.854179725177482
992,1,0,0,0,1.77,3.0,2.9,3,1,12,7.9823458868975
2618,2,3,1,0,6.99,6.99,6.99,3,11,24,8.283017515950554
3694,1,0,0,0,1.99,1.99,1.99,3,1,26,8.189265591607159
2192,3,3,1,0,5.99,6.99,6.47,3,9,1,8.48174081217442
2614,2,1,1,0,3.99,3.99,3.99,3,11,24,8.033735460610862
202,4,6,1,0,1.79,3.0,2.32,2,3,3,8.560442107650823
14530,5,8,2,1,2.99,2.99,2.99,4,6,28,8.310866770549143
5761,4,2,1,0,2.99,4.99,4.03,0,9,4,8.69643119097543
9136,5,0,0,1,4.99,5.99,5.0,5,3,13,7.8700302797249515
5896,5,1,1,0,3.34,3.99,3.61,1,0,24,8.086865790072284
5475,2,0,0,0,1.88,3.49,2.3,0,5,0,8.026979517501628
15300,6,8,2,1,2.99,4.49,3.99,5,5,8,8.464009044622605
7256,3,6,1,1,4.99,4.99,4.99,4,2,24,8.63042797549749
2403,3,3,1,0,7.99,7.99,7.99,3,10,12,8.602654366876509
8264,4,5,1,0,1.67,2.5,2.22,4,9,6,8.686388507732959
2101,3,0,0,0,2.99,3.99,3.94,3,8,17,7.742107282245444
11644,4,8,2,1,2.99,3.79,3.76,3,11,17,8.474077146433336
11278,1,8,2,1,2.95,4.96,4.67,3,6,30,8.631154195729072
7811,2,0,0,1,4.99,5.0,5.0,4,5,23,7.904478947418867
10242,3,0,0,0,2.39,2.39,2.39,5,11,7,7.868912772972989
6941,1,1,1,0,2.99,2.99,2.99,4,0,21,7.841194490958514
8573,6,1,1,0,3.99,3.99,3.99,4,11,8,7.902921800031437
14421,6,7,2,1,6.99,6.99,6.99,4,6,0,8.566521851487037
6500,1,5,1,0,1.34,2.99,2.77,1,10,0,8.873497431370499
3708,3,1,1,0,4.99,4.99,4.99,3,1,26,8.196615825286925
14980,2,7,2,1,5.99,5.99,5.99,5,0,26,8.51528111278462
14444,3,4,2,1,0.75,0.75,0.75,4,5,23,8.174225462767534
15175,1,4,2,1,1.0,1.0,1.0,5,3,20,8.093349012512638
6516,2,6,1,0,1.99,3.49,3.46,1,10,0,8.626429482946739
8502,4,3,1,0,5.99,5.99,5.99,4,10,24,8.438381948499106
7817,6,5,1,1,3.99,4.99,4.1,4,5,23,8.603567752021045
6754,5,0,0,0,1.99,3.0,2.16,0,10,15,7.6764633627486845
13846,5,4,2,1,1.0,1.0,1.0,0,5,14,8.220571452437305
12650,6,7,2,0,1.99,3.49,3.04,3,7,6,8.550751919895882
1828,5,0,0,0,3.0,3.0,3.0,3,6,23,8.01683531284622
4603,6,5,1,1,3.99,3.99,3.99,3,7,13,8.689164683814228
655,2,5,1,0,1.99,3.59,3.57,2,9,16,8.716498769920461
14315,1,8,2,1,2.99,2.99,2.99,4,4,19,8.425915409080995
374,2,6,1,1,3.69,3.69,3.69,2,5,12,8.572804659346101
8081,1,0,0,0,3.0,3.49,3.33,4,7,25,8.090547853312046
15153,1,4,2,1,1.0,1.0,1.0,5,3,13,8.14059726466583
10108,6,0,0,0,2.49,3.5,2.89,5,10,9,8.042315823096095
5337,3,2,1,0,2.99,4.99,3.76,0,2,22,8.543911832399493
4432,6,0,0,0,2.49,3.48,2.71,3,6,16,8.053350774561173
7200,3,3,1,0,4.99,4.99,4.99,4,2,10,8.535851560130475
9407,6,0,0,0,1.99,4.99,3.31,5,5,22,7.9640031741285595
7610,6,5,1,1,3.99,3.99,3.99,4,4,26,8.583690404571085
7423,1,6,1,0,1.25,3.29,1.25,4,3,21,8.576378521024285
8178,6,2,1,0,2.77,4.99,3.66,4,8,15,8.55131656801581
677,4,2,1,0,3.49,4.99,4.96,2,9,16,8.321782501011013
11529,5,8,2,1,4.49,4.49,4.49,3,9,29,8.340254798053195
14614,4,7,2,0,2.99,3.88,3.5,4,7,25,8.561541319647432
7268,6,5,1,0,1.67,1.98,1.78,4,1,25,8.70997253749277
3573,4,5,1,0,1.99,3.0,2.78,3,0,29,8.647401506949285
8490,6,0,0,0,2.47,3.99,3.64,4,10,24,8.050103663560408
8097,3,3,1,0,4.99,7.99,5.04,4,7,25,8.326142562882497
3247,4,5,1,1,3.99,3.99,3.99,2,8,18,8.720421655954546
3662,1,0,0,0,2.99,3.99,3.9,3,1,19,8.038640945282092
5583,6,1,1,0,2.87,4.99,4.35,0,6,26,8.124112808082218
9432,4,2,1,0,2.99,4.99,3.43,5,5,22,8.464750434200795
10045,4,1,1,0,2.99,3.99,3.86,5,9,26,7.971740804016967
8387,1,1,1,0,4.99,4.99,4.99,4,10,3,8.198297185423693
11135,3,7,2,1,5.29,5.29,5.29,3,5,4,8.657085790521363
114,3,6,1,0,1.99,2.99,2.85,2,1,20,8.644809124088825
4386,2,2,1,0,3.99,3.99,3.99,3,6,2,8.56825251779331
10705,2,8,2,0,2.48,2.48,2.48,2,10,27,8.45282772237965
14885,2,7,2,0,2.99,2.99,2.99,4,11,15,8.649972079246993
7209,1,2,1,0,2.99,4.49,3.88,4,2,10,8.25790079059049
10548,1,7,2,0,2.49,2.99,2.54,2,6,24,8.581815402188639
4690,6,3,1,0,5.99,5.99,5.99,3,8,3,8.522596095910712
8505,1,6,1,0,1.25,2.49,2.05,4,10,24,8.844965976259477
12056,6,8,2,1,3.49,3.99,3.75,2,10,13,8.498958132354765
7417,4,1,1,0,2.5,5.99,3.56,4,3,21,8.088423326191318
13601,5,8,2,1,2.99,3.89,3.0,1,6,11,8.48495530842417
10313,5,7,2,0,3.0,3.99,3.66,2,0,9,8.557725388919748
6031,5,1,1,0,3.99,3.99,3.99,1,2,21,8.013449580675275
12106,5,8,2,0,1.0,1.99,1.72,3,0,15,8.558318532310503
13513,5,7,2,1,4.98,4.98,4.99,1,4,2,8.767799324598206
5947,6,2,1,0,3.29,3.29,3.29,1,1,7,8.297369838032441
8744,2,6,1,0,1.5,2.5,1.97,5,0,19,8.644239027769908
11626,4,7,2,0,1.99,3.69,2.99,3,11,10,8.44911071529353
2607,1,5,1,0,0.98,2.5,1.5,3,11,24,8.618819836943377
14779,3,8,2,1,3.49,4.49,3.52,4,9,27,8.501910990776988
11979,5,4,2,1,1.0,1.0,1.0,2,8,4,8.121670481058212
6809,3,3,1,0,3.99,6.99,5.71,0,9,18,8.174433662002741
12501,3,8,2,0,1.25,2.69,1.7,3,5,11,8.428250191762984
15465,3,8,2,1,3.49,3.99,3.93,5,7,3,8.41330909393342
6679,4,0,0,1,3.99,3.99,3.99,0,5,14,7.989452410462725
7696,4,6,1,1,4.99,4.99,4.99,4,5,9,8.699743777103821
833,6,0,0,0,2.5,3.99,3.74,2,11,25,8.108948961592676
9592,2,3,1,0,7.99,7.99,7.99,5,6,27,8.2773633842496
3483,3,3,1,0,7.49,7.99,7.94,2,11,25,8.47037509367117
155,5,5,1,0,2.0,2.99,2.24,2,2,20,8.716092736513074
7687,6,2,1,0,1.88,3.49,3.0,4,5,9,8.649351903117026
14178,4,8,2,0,1.0,1.5,1.16,4,3,0,8.36601823722878
9498,4,2,1,0,2.99,4.49,4.33,5,6,6,8.670144268241451
12288,3,7,2,0,2.5,2.5,2.5,3,3,2,8.547685279469299
1673,6,3,1,0,5.99,5.99,5.99,3,5,18,8.410350731478575
14669,1,8,2,0,1.0,1.0,1.0,4,8,22,8.487982161252143
2418,3,0,0,1,3.0,4.99,4.44,3,10,12,8.15404008242704
6994,3,6,1,1,3.99,3.99,3.99,4,0,28,8.645371130795409
6225,1,1,1,0,3.69,3.69,3.69,1,5,13,8.11122842659746
2232,4,3,1,0,5.99,5.99,5.99,3,9,8,8.496954987488934
14227,2,8,2,1,3.97,4.99,4.95,4,3,7,8.47147244047857
1652,2,6,1,1,3.49,3.49,3.49,3,5,11,8.785011490059157
11689,6,7,2,0,1.99,3.7,2.82,2,0,23,8.563625439477343
7039,6,5,1,0,1.99,2.5,2.42,4,1,11,8.62015379691096
2444,4,6,1,0,1.49,2.99,2.87,3,10,19,8.737477264288575
8085,5,0,0,0,3.25,3.5,3.47,4,7,25,8.078307413007684
10195,5,6,1,0,1.67,2.5,2.45,5,10,23,8.70798636947715
1675,2,6,1,0,1.99,3.69,3.47,3,5,18,8.574681956723373
6413,4,5,1,0,1.66,3.99,3.58,1,8,5,8.686246550823153
4848,4,5,1,1,2.99,4.75,3.6,3,9,1,8.669655218271842
8089,4,5,1,0,1.66,3.33,2.65,4,7,25,8.882631388708807
13888,3,8,2,0,1.25,1.99,1.57,0,10,15,8.493361671919848
5251,6,5,1,0,1.49,3.49,2.98,3,11,24,8.598442287163131
3812,3,0,0,0,2.5,3.99,3.02,3,2,19,8.11145612160719
7193,1,1,1,0,2.99,3.5,3.19,4,2,10,7.946144915151855
12074,1,4,2,1,1.0,1.0,1.0,2,10,27,8.057685037934812
1440,4,3,1,0,4.99,6.99,6.6,3,4,7,8.607252232997247
11938,1,4,2,1,0.83,1.0,0.89,2,7,7,8.210695555050243
3934,4,3,1,0,7.99,7.99,7.99,3,3,9,8.306602298556388
2105,2,5,1,0,1.5,2.99,2.76,3,8,17,8.569949163851556
11572,4,8,2,0,2.5,2.5,2.5,3,10,19,8.506402066806917
11350,1,8,2,0,1.0,2.99,2.82,3,7,27,8.442253895821057
15542,0,7,2,0,2.98,3.79,0.0,5,8,7,8.567428505037388
8351,1,5,1,0,1.49,2.29,1.67,4,9,27,8.641218962942164
1767,5,1,1,0,2.99,4.99,4.29,3,6,9,8.3135679053575
2829,1,1,1,0,3.99,3.99,3.99,2,3,3,7.556770311541271
3711,3,3,1,0,6.99,7.99,7.0,3,1,26,8.446383047286332
12025,3,4,2,1,1.0,1.0,1.0,2,9,16,8.196688933759784
3446,4,1,1,0,3.79,3.79,3.79,2,11,11,7.677197414081294
14857,5,8,2,1,3.98,3.98,3.98,4,11,1,8.633145472918805
2785,1,0,0,0,2.79,2.79,2.79,2,2,20,7.748943790912114
9807,3,6,1,0,1.99,3.0,2.32,5,8,7,8.78691986493321
7712,3,1,1,0,2.99,3.99,3.47,4,5,16,7.607905845958446
12941,2,7,2,1,6.79,6.79,6.79,3,10,19,8.494862364252066
13577,6,7,2,0,1.89,2.99,2.88,1,5,27,8.61696507452047
3392,6,1,1,1,3.99,3.99,3.99,2,10,13,8.11807845791757
9165,5,0,0,1,4.97,4.97,4.97,5,3,20,8.081546172523618
8291,5,0,0,0,3.5,3.5,3.5,4,9,13,7.95536429806739
10312,4,7,2,0,2.19,2.29,2.2,2,0,9,8.733098165850327
14286,6,8,2,1,3.79,4.99,4.05,4,4,5,8.623503150061804
3083,1,2,1,0,2.99,2.99,2.99,2,6,10,8.481016740308704
3290,4,0,0,0,3.99,4.99,4.26,2,9,16,7.957386523595043
5361,6,1,1,0,2.99,5.49,3.29,0,3,5,7.991180724125334
1188,6,1,1,0,2.99,2.99,2.99,3,2,19,8.217788748499794
13115,5,7,2,0,2.77,3.99,2.95,0,4,17,8.55220945438012
13041,4,8,2,1,2.79,2.79,2.79,0,2,22,8.515501052854198
11371,1,7,2,0,1.99,2.77,2.05,3,8,3,8.671103411443223
3748,4,3,1,0,6.99,7.99,7.73,3,2,5,8.465086872663134
14940,4,8,2,1,3.99,3.99,3.99,5,0,12,8.720462682274826
10356,3,8,2,1,2.99,3.69,3.08,2,1,6,8.334880333214105
7320,5,6,1,0,1.67,3.99,3.58,4,3,0,8.680784203010488
4739,2,0,0,0,2.99,3.99,3.0,3,8,17,7.95658941362105
1342,6,2,1,0,4.99,4.99,4.99,3,3,16,8.643041809690372
9726,6,5,1,0,1.67,2.99,2.54,5,7,24,8.70819367815704
15751,2,8,2,0,2.5,2.5,2.5,5,11,0,8.377948929467788
11693,4,8,2,1,2.59,3.99,3.56,2,0,23,8.506088668119537
7009,3,1,1,0,2.5,3.99,2.57,4,1,4,8.131109607798729
10773,4,7,2,0,1.99,3.39,2.09,3,0,22,8.67444905945323
14835,2,8,2,0,2.99,2.99,2.99,4,10,24,8.46334134176799
3905,3,2,1,0,3.49,4.98,4.2,3,3,2,8.580725173576514
14933,4,7,2,0,2.99,4.29,3.57,5,0,12,8.645351468037454
3357,6,6,1,1,3.99,3.99,3.99,2,9,30,8.720051794183403
1239,3,6,1,1,3.99,3.99,3.99,3,2,26,8.781437769029564
14069,0,8,2,1,3.29,4.99,0.0,4,1,18,8.602339875695376
7250,3,2,1,0,2.99,3.49,3.34,4,2,24,8.562944280747217
1936,3,5,1,0,1.99,2.5,2.33,3,7,13,8.702716120872024
3884,4,0,0,0,1.89,3.5,2.88,3,3,2,8.076470904708485
2491,5,0,0,0,3.0,3.5,3.0,3,11,3,7.9383822974415175
11383,4,7,2,1,5.99,5.99,5.99,3,8,3,8.398435655641796
5339,5,2,1,0,2.99,3.99,3.5,0,2,22,8.291440477813161
11606,6,7,2,0,1.99,3.79,3.65,3,11,3,8.592732507245652
4337,1,1,1,0,3.33,3.5,3.49,3,5,25,8.096537389706997
8278,4,6,1,0,1.67,2.99,1.83,4,9,6,8.601058186214901
7857,6,0,0,1,5.99,5.99,5.99,4,6,7,8.220745085386318
15188,3,8,2,1,2.99,3.5,3.15,5,3,27,8.306250827105552
83,4,6,1,0,1.49,2.5,2.5,2,1,6,8.579926128797082
12552,5,8,2,1,2.99,3.29,3.06,3,5,25,8.407114760083283
11137,5,7,2,1,4.28,4.28,4.28,3,5,4,8.55039004648129
10368,2,7,2,0,3.0,3.0,3.0,2,1,20,8.595735826800583
5678,2,1,1,0,2.99,4.99,3.73,0,8,6,8.135801952900847
13951,2,7,2,0,1.99,3.69,2.14,4,0,7,8.736852850302833
422,4,0,0,0,2.49,3.49,3.47,2,6,10,7.917468092225602
6804,2,1,1,0,2.77,3.99,3.07,0,9,18,7.6119829553580125
6889,3,6,1,1,3.99,3.99,3.99,4,0,7,8.617168492422
3067,4,5,1,0,2.0,3.99,3.36,2,6,10,8.674410877222428
8470,1,6,1,0,1.49,2.49,1.81,4,10,17,8.781191014406746
14892,3,8,2,1,2.99,2.99,2.99,4,11,15,8.44109600623528
4050,3,2,1,0,5.0,5.0,5.0,3,4,0,8.57381626834254
9357,3,6,1,0,1.67,2.5,1.79,5,5,8,8.722605506830014
2524,2,0,0,0,1.99,4.49,3.63,3,11,10,8.112184820448984
5764,1,0,0,1,3.99,3.99,3.99,0,9,4,8.094554334064755
4398,1,5,1,0,1.99,2.99,2.15,3,6,9,8.603390245622398
12790,5,7,2,0,1.99,2.99,2.01,3,8,24,8.36480000210452
12024,2,4,2,1,0.83,1.0,0.88,2,9,16,8.223906500989372
8498,2,1,1,0,2.5,3.99,3.38,4,10,24,8.187740234195603
13284,2,4,2,1,0.83,1.25,1.14,0,8,20,8.176146662019162
1952,4,6,1,0,1.69,2.99,2.57,3,7,13,8.616808629243016
2245,1,0,0,0,2.79,3.0,2.86,3,9,15,7.858595438702442
15230,1,8,2,1,1.99,2.99,2.09,5,4,11,8.545282156228577
4103,3,5,1,0,2.5,3.49,3.2,3,0,8,8.654280392993705
7383,6,3,1,0,7.99,7.99,7.99,4,3,7,8.317342980270311
5596,2,0,0,1,4.99,4.99,4.99,0,6,26,7.8154987282710575
1803,5,1,1,0,2.99,4.99,4.6,3,6,16,8.030821523875204
9567,4,2,1,0,3.49,3.49,3.49,5,6,20,8.482727232278448
7510,4,6,1,1,3.99,3.99,3.99,4,4,5,8.650347298871555
13031,4,8,2,0,1.0,1.0,1.0,0,2,22,8.412950808033216
1115,4,6,1,0,1.99,2.99,2.7,3,2,5,8.68116888439987
10543,6,8,2,1,2.99,4.39,3.65,2,6,10,8.506181634335176
5336,2,2,1,0,3.99,3.99,3.99,0,2,22,8.206118975330266
5595,6,2,1,0,3.5,3.5,3.5,0,6,26,8.430491244715137
2018,3,3,1,0,6.99,6.99,6.99,3,7,27,8.459571978947213
8813,5,6,1,0,1.88,2.5,1.9,5,1,2,8.583083769040027
5570,5,0,0,0,2.0,3.0,2.36,0,6,26,8.025897021357704
1721,2,0,0,0,2.5,3.99,3.74,3,6,2,7.991595400994962
8358,2,1,1,0,2.99,7.99,7.56,4,9,27,7.980989524804343
8436,3,6,1,0,0.99,2.49,1.78,4,10,10,8.801684144891173
4303,5,5,1,0,1.59,3.5,2.0,3,5,18,8.44645858215463
11803,4,7,2,1,5.69,5.99,5.87,2,3,17,8.604700676000071
6044,1,2,1,0,2.99,3.99,3.69,1,2,21,8.590974651746599
1358,4,1,1,0,3.49,3.49,3.49,3,3,23,8.045955062493462
2381,4,0,0,1,4.99,5.39,5.18,3,10,5,8.117816966295939
6459,3,2,1,0,2.99,3.49,3.31,1,8,19,8.608777710897565
6447,5,1,1,0,2.99,3.99,3.13,1,8,19,7.966063695600065
9003,4,0,0,1,4.99,4.99,4.99,5,2,16,7.610689678161543
9143,2,5,1,0,1.49,3.5,2.44,5,3,20,8.650533335258924
11141,6,4,2,1,1.0,1.0,1.0,3,5,4,8.045687701247282
1229,6,6,1,0,1.67,3.99,3.96,3,2,26,8.604951475437934
7356,5,6,1,0,2.0,3.0,2.11,4,3,14,8.785401170478226
1134,2,0,0,0,1.97,4.99,3.67,3,2,12,7.969936049552116
5377,2,0,0,0,1.88,3.99,2.7,0,3,19,8.055802477811651
5743,4,5,1,0,1.49,3.49,2.53,0,9,4,8.568797859338023
12152,6,8,2,0,2.5,2.99,2.99,3,1,5,8.500801453824273
5795,5,6,1,0,1.78,2.79,1.93,0,11,13,8.700239339858948
9860,3,0,0,0,2.99,2.99,2.99,5,8,21,7.855372128827281
11525,1,8,2,1,4.29,4.29,4.29,3,9,29,8.491847641861275
7530,6,3,1,0,5.99,6.99,6.31,4,4,12,8.566329090193648
